iter	Logloss	Accuracy	Precision	Recall	F1
37	0.6290946748	0.7729591837	0.7316017316	0.862244898	0.7915690867
38	0.6274513355	0.7755102041	0.7368421053	0.8571428571	0.7924528302
39	0.6263292696	0.7729591837	0.7316017316	0.862244898	0.7915690867
40	0.625710441	0.7780612245	0.7379912664	0.862244898	0.7952941176
41	0.624842998	0.7780612245	0.7379912664	0.862244898	0.7952941176
42	0.6234213393	0.7755102041	0.7347826087	0.862244898	0.79342723
43	0.6220719213	0.7831632653	0.7466666667	0.8571428571	0.7980997625
44	0.6207914028	0.7831632653	0.7444933921	0.862244898	0.7990543735
45	0.6194715862	0.7831632653	0.7444933921	0.862244898	0.7990543735
46	0.6179263104	0.7806122449	0.7433628319	0.8571428571	0.7962085308
47	0.6172470496	0.7908163265	0.7567567568	0.8571428571	0.8038277512
48	0.6163210794	0.7984693878	0.7671232877	0.8571428571	0.8096385542
49	0.6147898643	0.7908163265	0.7567567568	0.8571428571	0.8038277512
50	0.613533574	0.7959183673	0.7612612613	0.862244898	0.8086124402
51	0.6125743903	0.7984693878	0.7647058824	0.862244898	0.8105515588
52	0.6118851393	0.8035714286	0.7716894977	0.862244898	0.8144578313
53	0.6107887778	0.7984693878	0.7647058824	0.862244898	0.8105515588
54	0.6097513892	0.8010204082	0.7706422018	0.8571428571	0.8115942029
55	0.6084658755	0.7933673469	0.7578475336	0.862244898	0.8066825776
56	0.6076262043	0.7959183673	0.7612612613	0.862244898	0.8086124402
57	0.6063297844	0.8035714286	0.7716894977	0.862244898	0.8144578313
58	0.6049380112	0.8010204082	0.7681818182	0.862244898	0.8125
59	0.6038033367	0.806122449	0.7777777778	0.8571428571	0.8155339806
60	0.602773981	0.8010204082	0.7731481481	0.8520408163	0.8106796117
61	0.6015909927	0.8010204082	0.7757009346	0.8469387755	0.8097560976
62	0.6003232517	0.7959183673	0.7685185185	0.8469387755	0.8058252427
63	0.5994120459	0.806122449	0.7830188679	0.8469387755	0.8137254902
64	0.5981286579	0.806122449	0.7803738318	0.8520408163	0.8146341463
65	0.5976805841	0.8086734694	0.7867298578	0.8469387755	0.8157248157
66	0.59655242	0.8112244898	0.7877358491	0.8520408163	0.818627451
67	0.5956826611	0.8010204082	0.7757009346	0.8469387755	0.8097560976
68	0.5948210453	0.8086734694	0.7867298578	0.8469387755	0.8157248157
69	0.593732414	0.8112244898	0.7904761905	0.8469387755	0.8177339901
70	0.5933768747	0.8086734694	0.7894736842	0.8418367347	0.8148148148
71	0.5925007591	0.8086734694	0.7922705314	0.8367346939	0.8138957816
72	0.5917095952	0.806122449	0.7912621359	0.8316326531	0.8109452736
73	0.5909637137	0.8112244898	0.7932692308	0.8418367347	0.8168316832
74	0.5901896163	0.8137755102	0.7971014493	0.8418367347	0.8188585608
75	0.5891324872	0.8163265306	0.7980769231	0.8469387755	0.8217821782
76	0.5880177827	0.8163265306	0.7980769231	0.8469387755	0.8217821782
77	0.5869986739	0.8163265306	0.7980769231	0.8469387755	0.8217821782
78	0.5864028503	0.8086734694	0.7922705314	0.8367346939	0.8138957816
79	0.5852513294	0.8112244898	0.7990196078	0.8316326531	0.815
80	0.5842627708	0.8137755102	0.802955665	0.8316326531	0.8170426065
81	0.5839023943	0.8112244898	0.801980198	0.8265306122	0.8140703518
82	0.5830538182	0.8137755102	0.8059701493	0.8265306122	0.8161209068
83	0.5822042986	0.818877551	0.8140703518	0.8265306122	0.8202531646
84	0.580860636	0.8137755102	0.802955665	0.8316326531	0.8170426065
85	0.580415543	0.8163265306	0.8069306931	0.8316326531	0.8190954774
86	0.5787955651	0.8163265306	0.81	0.8265306122	0.8181818182
87	0.577690479	0.8163265306	0.81	0.8265306122	0.8181818182
88	0.5769608761	0.8086734694	0.8009950249	0.8214285714	0.8110831234
89	0.5759553839	0.8086734694	0.8009950249	0.8214285714	0.8110831234
90	0.5752628	0.8112244898	0.805	0.8214285714	0.8131313131
91	0.5740628178	0.8137755102	0.8059701493	0.8265306122	0.8161209068
92	0.5732976419	0.8086734694	0.7980295567	0.8265306122	0.8120300752
93	0.5727026684	0.8086734694	0.7980295567	0.8265306122	0.8120300752
94	0.5720250878	0.8086734694	0.7980295567	0.8265306122	0.8120300752
95	0.5711784678	0.806122449	0.7941176471	0.8265306122	0.81
96	0.5703567986	0.8112244898	0.7961165049	0.8367346939	0.815920398
97	0.5691382397	0.8137755102	0.8	0.8367346939	0.8179551122
98	0.5685036726	0.8137755102	0.8	0.8367346939	0.8179551122
99	0.5678227803	0.8112244898	0.7990196078	0.8316326531	0.815
100	0.5676868183	0.8112244898	0.7990196078	0.8316326531	0.815
101	0.5662811935	0.8112244898	0.7990196078	0.8316326531	0.815
102	0.5653475429	0.8086734694	0.7951219512	0.8316326531	0.812967581
103	0.564516823	0.8112244898	0.7990196078	0.8316326531	0.815
104	0.5635060663	0.8112244898	0.7990196078	0.8316326531	0.815
105	0.5628413625	0.8112244898	0.7990196078	0.8316326531	0.815
106	0.5618945657	0.8112244898	0.7990196078	0.8316326531	0.815
107	0.5611396969	0.8112244898	0.7990196078	0.8316326531	0.815
108	0.5605572501	0.8137755102	0.8	0.8367346939	0.8179551122
109	0.5601802669	0.8112244898	0.801980198	0.8265306122	0.8140703518
110	0.5595340821	0.8112244898	0.7990196078	0.8316326531	0.815
111	0.5591161557	0.8112244898	0.7990196078	0.8316326531	0.815
112	0.5584865674	0.8086734694	0.7980295567	0.8265306122	0.8120300752
113	0.5580153071	0.8112244898	0.801980198	0.8265306122	0.8140703518
114	0.5574523728	0.8112244898	0.801980198	0.8265306122	0.8140703518
115	0.5566582675	0.8137755102	0.8059701493	0.8265306122	0.8161209068
116	0.5556064666	0.818877551	0.8078817734	0.8367346939	0.8220551378
117	0.5552679693	0.8163265306	0.8069306931	0.8316326531	0.8190954774
118	0.5549319853	0.8163265306	0.8069306931	0.8316326531	0.8190954774
119	0.5544107706	0.8137755102	0.802955665	0.8316326531	0.8170426065
120	0.5538224384	0.8112244898	0.801980198	0.8265306122	0.8140703518
121	0.5532146076	0.8137755102	0.8059701493	0.8265306122	0.8161209068
122	0.5525503122	0.8163265306	0.81	0.8265306122	0.8181818182
123	0.5515073311	0.8163265306	0.81	0.8265306122	0.8181818182
124	0.551069486	0.8137755102	0.8090452261	0.8214285714	0.8151898734
125	0.5503665099	0.8137755102	0.8090452261	0.8214285714	0.8151898734
126	0.5497655285	0.8137755102	0.8090452261	0.8214285714	0.8151898734
127	0.5493779099	0.8137755102	0.8090452261	0.8214285714	0.8151898734
128	0.5487219168	0.818877551	0.8140703518	0.8265306122	0.8202531646
129	0.5485655501	0.8163265306	0.8131313131	0.8214285714	0.8172588832
130	0.5478826873	0.8163265306	0.8131313131	0.8214285714	0.8172588832
131	0.5469531476	0.8214285714	0.815	0.8316326531	0.8232323232
132	0.5463601034	0.8214285714	0.815	0.8316326531	0.8232323232
133	0.5456646011	0.818877551	0.8109452736	0.8316326531	0.8211586902
134	0.5448881751	0.818877551	0.8140703518	0.8265306122	0.8202531646
135	0.5441107218	0.818877551	0.8172588832	0.8214285714	0.8193384224
136	0.5424783942	0.8290816327	0.824120603	0.8367346939	0.8303797468
137	0.5420221469	0.8316326531	0.825	0.8418367347	0.8333333333
138	0.5408750602	0.8290816327	0.824120603	0.8367346939	0.8303797468
139	0.5400888415	0.8265306122	0.82	0.8367346939	0.8282828283
140	0.5394299097	0.8290816327	0.8208955224	0.8418367347	0.8312342569
141	0.5383728468	0.8265306122	0.82	0.8367346939	0.8282828283
142	0.5374106269	0.8265306122	0.82	0.8367346939	0.8282828283
143	0.5369428194	0.8214285714	0.815	0.8316326531	0.8232323232
144	0.5362723889	0.8265306122	0.82	0.8367346939	0.8282828283
145	0.535326286	0.8265306122	0.82	0.8367346939	0.8282828283
146	0.5347538947	0.8239795918	0.815920398	0.8367346939	0.8261964736
147	0.5342558308	0.8239795918	0.815920398	0.8367346939	0.8261964736
148	0.5337839142	0.8265306122	0.82	0.8367346939	0.8282828283
149	0.5332291522	0.8290816327	0.824120603	0.8367346939	0.8303797468
150	0.5328318503	0.8265306122	0.8232323232	0.8316326531	0.8274111675
151	0.5321757853	0.8265306122	0.8232323232	0.8316326531	0.8274111675
152	0.5314527834	0.8265306122	0.8232323232	0.8316326531	0.8274111675
153	0.5307932549	0.8265306122	0.8232323232	0.8316326531	0.8274111675
154	0.5300820017	0.8239795918	0.8223350254	0.8265306122	0.8244274809
155	0.5291920477	0.8290816327	0.824120603	0.8367346939	0.8303797468
156	0.5287509257	0.8290816327	0.824120603	0.8367346939	0.8303797468
157	0.5283560505	0.8316326531	0.8282828283	0.8367346939	0.8324873096
158	0.5274396686	0.8265306122	0.82	0.8367346939	0.8282828283
159	0.5265774984	0.8290816327	0.8208955224	0.8418367347	0.8312342569
160	0.5261183899	0.8290816327	0.8208955224	0.8418367347	0.8312342569
161	0.525519969	0.8265306122	0.82	0.8367346939	0.8282828283
162	0.5246666979	0.8290816327	0.8208955224	0.8418367347	0.8312342569
163	0.5240666324	0.8290816327	0.8208955224	0.8418367347	0.8312342569
164	0.5234283632	0.8290816327	0.8208955224	0.8418367347	0.8312342569
165	0.522762946	0.8290816327	0.8208955224	0.8418367347	0.8312342569
166	0.5224897274	0.8290816327	0.8208955224	0.8418367347	0.8312342569
167	0.5215019082	0.8290816327	0.8208955224	0.8418367347	0.8312342569
168	0.5206803214	0.8290816327	0.8208955224	0.8418367347	0.8312342569
169	0.5199786735	0.8290816327	0.8208955224	0.8418367347	0.8312342569
170	0.5197592238	0.8290816327	0.8208955224	0.8418367347	0.8312342569
171	0.5191862366	0.8316326531	0.825	0.8418367347	0.8333333333
172	0.5187457695	0.8290816327	0.8208955224	0.8418367347	0.8312342569
173	0.517869007	0.8290816327	0.8208955224	0.8418367347	0.8312342569
174	0.5172425935	0.8316326531	0.825	0.8418367347	0.8333333333
175	0.5167382138	0.8290816327	0.8208955224	0.8418367347	0.8312342569
176	0.5163175488	0.8290816327	0.8208955224	0.8418367347	0.8312342569
177	0.5159071557	0.8290816327	0.8208955224	0.8418367347	0.8312342569
178	0.5153429413	0.8316326531	0.825	0.8418367347	0.8333333333
179	0.514969334	0.8290816327	0.8208955224	0.8418367347	0.8312342569
180	0.5145220965	0.8316326531	0.8217821782	0.8469387755	0.8341708543
181	0.5140858585	0.8316326531	0.8217821782	0.8469387755	0.8341708543
182	0.5134327154	0.8316326531	0.825	0.8418367347	0.8333333333
183	0.5129018427	0.8316326531	0.825	0.8418367347	0.8333333333
184	0.512143205	0.8316326531	0.825	0.8418367347	0.8333333333
185	0.5115426235	0.8341836735	0.8258706468	0.8469387755	0.8362720403
186	0.5109305129	0.8316326531	0.8282828283	0.8367346939	0.8324873096
187	0.5105889447	0.8290816327	0.824120603	0.8367346939	0.8303797468
188	0.5101825907	0.8290816327	0.824120603	0.8367346939	0.8303797468
189	0.5100427463	0.8290816327	0.824120603	0.8367346939	0.8303797468
190	0.5095026902	0.8290816327	0.824120603	0.8367346939	0.8303797468
191	0.5089236736	0.8316326531	0.825	0.8418367347	0.8333333333
192	0.5084490566	0.8316326531	0.825	0.8418367347	0.8333333333
193	0.5080604912	0.8316326531	0.8282828283	0.8367346939	0.8324873096
194	0.5079017295	0.8290816327	0.824120603	0.8367346939	0.8303797468
195	0.5074038278	0.8290816327	0.824120603	0.8367346939	0.8303797468
196	0.5068779648	0.8290816327	0.824120603	0.8367346939	0.8303797468
197	0.5061344473	0.8290816327	0.824120603	0.8367346939	0.8303797468
198	0.5057592509	0.8265306122	0.82	0.8367346939	0.8282828283
199	0.5053040938	0.8265306122	0.82	0.8367346939	0.8282828283
200	0.5051146467	0.8265306122	0.82	0.8367346939	0.8282828283
201	0.5046236584	0.8265306122	0.82	0.8367346939	0.8282828283
202	0.5042874601	0.8316326531	0.8282828283	0.8367346939	0.8324873096
203	0.503718742	0.8290816327	0.824120603	0.8367346939	0.8303797468
204	0.5032406711	0.8316326531	0.8282828283	0.8367346939	0.8324873096
205	0.502448081	0.8316326531	0.8282828283	0.8367346939	0.8324873096
206	0.5021448859	0.8316326531	0.8282828283	0.8367346939	0.8324873096
207	0.5015317021	0.8341836735	0.8291457286	0.8418367347	0.835443038
208	0.501215753	0.8341836735	0.8291457286	0.8418367347	0.835443038
209	0.5005795508	0.8316326531	0.825	0.8418367347	0.8333333333
210	0.5004767729	0.8316326531	0.825	0.8418367347	0.8333333333
211	0.5001077165	0.8316326531	0.825	0.8418367347	0.8333333333
212	0.499305954	0.8316326531	0.8282828283	0.8367346939	0.8324873096
213	0.4987095008	0.8392857143	0.8341708543	0.8469387755	0.8405063291
214	0.498047627	0.8392857143	0.8341708543	0.8469387755	0.8405063291
215	0.4978048529	0.8392857143	0.8341708543	0.8469387755	0.8405063291
216	0.4977275634	0.8392857143	0.8341708543	0.8469387755	0.8405063291
217	0.4973212748	0.8418367347	0.835	0.8520408163	0.8434343434
218	0.4964607802	0.8392857143	0.8341708543	0.8469387755	0.8405063291
219	0.4958230739	0.8418367347	0.835	0.8520408163	0.8434343434
220	0.4953125388	0.8418367347	0.835	0.8520408163	0.8434343434
221	0.4945998053	0.8443877551	0.8358208955	0.8571428571	0.8463476071
222	0.4938690416	0.8443877551	0.8358208955	0.8571428571	0.8463476071
223	0.4935001343	0.8443877551	0.8358208955	0.8571428571	0.8463476071
224	0.493129564	0.8443877551	0.8358208955	0.8571428571	0.8463476071
225	0.4926735375	0.8469387755	0.8366336634	0.862244898	0.8492462312
226	0.4923467865	0.8469387755	0.8366336634	0.862244898	0.8492462312
227	0.4919309129	0.8469387755	0.8366336634	0.862244898	0.8492462312
228	0.4917991947	0.8469387755	0.8366336634	0.862244898	0.8492462312
229	0.491497613	0.8469387755	0.8366336634	0.862244898	0.8492462312
230	0.49133481	0.8469387755	0.8366336634	0.862244898	0.8492462312
231	0.4912285455	0.8469387755	0.8366336634	0.862244898	0.8492462312
232	0.4908584636	0.8469387755	0.8366336634	0.862244898	0.8492462312
233	0.4901607502	0.8469387755	0.8366336634	0.862244898	0.8492462312
234	0.4897459968	0.8469387755	0.8366336634	0.862244898	0.8492462312
235	0.4895706971	0.8469387755	0.8366336634	0.862244898	0.8492462312
236	0.4891501882	0.8469387755	0.8366336634	0.862244898	0.8492462312
237	0.4885886407	0.8469387755	0.8366336634	0.862244898	0.8492462312
238	0.488136672	0.8469387755	0.8366336634	0.862244898	0.8492462312
239	0.4879225521	0.8469387755	0.8366336634	0.862244898	0.8492462312
240	0.4876205018	0.8443877551	0.8358208955	0.8571428571	0.8463476071
241	0.4875099743	0.8418367347	0.835	0.8520408163	0.8434343434
242	0.4868318115	0.8443877551	0.8391959799	0.8520408163	0.8455696203
243	0.4866033524	0.8469387755	0.84	0.8571428571	0.8484848485
244	0.4859958102	0.8494897959	0.8407960199	0.862244898	0.8513853904
245	0.485858297	0.8494897959	0.8407960199	0.862244898	0.8513853904
246	0.4848430807	0.8469387755	0.84	0.8571428571	0.8484848485
247	0.4842234987	0.8443877551	0.8391959799	0.8520408163	0.8455696203
248	0.4837661777	0.8418367347	0.835	0.8520408163	0.8434343434
249	0.4830627652	0.8469387755	0.8366336634	0.862244898	0.8492462312
250	0.4826788013	0.8469387755	0.84	0.8571428571	0.8484848485
251	0.482506995	0.8443877551	0.8358208955	0.8571428571	0.8463476071
252	0.4822073142	0.8443877551	0.8358208955	0.8571428571	0.8463476071
253	0.4816702379	0.8520408163	0.845	0.862244898	0.8535353535
254	0.4815041991	0.8520408163	0.845	0.862244898	0.8535353535
255	0.4813066302	0.8520408163	0.845	0.862244898	0.8535353535
256	0.480348605	0.8545918367	0.8492462312	0.862244898	0.8556962025
257	0.4803041569	0.8545918367	0.8492462312	0.862244898	0.8556962025
258	0.4797535457	0.8545918367	0.8492462312	0.862244898	0.8556962025
259	0.4793845148	0.8545918367	0.8492462312	0.862244898	0.8556962025
260	0.4789816423	0.8545918367	0.8492462312	0.862244898	0.8556962025
261	0.4787546477	0.8520408163	0.845	0.862244898	0.8535353535
262	0.4784569024	0.8545918367	0.8492462312	0.862244898	0.8556962025
263	0.4781634207	0.8545918367	0.8492462312	0.862244898	0.8556962025
264	0.4777952177	0.8545918367	0.8492462312	0.862244898	0.8556962025
265	0.4768650267	0.8545918367	0.8492462312	0.862244898	0.8556962025
266	0.4764616168	0.8545918367	0.8492462312	0.862244898	0.8556962025
267	0.4762232023	0.8545918367	0.8492462312	0.862244898	0.8556962025
268	0.4759384155	0.8545918367	0.8492462312	0.862244898	0.8556962025
269	0.4756196965	0.8545918367	0.8492462312	0.862244898	0.8556962025
270	0.4751219539	0.8545918367	0.8492462312	0.862244898	0.8556962025
271	0.475016242	0.8545918367	0.8492462312	0.862244898	0.8556962025
272	0.4746778335	0.8545918367	0.8492462312	0.862244898	0.8556962025
273	0.4745727167	0.8545918367	0.8492462312	0.862244898	0.8556962025
274	0.4740615299	0.8545918367	0.8492462312	0.862244898	0.8556962025
275	0.4738995796	0.8545918367	0.8492462312	0.862244898	0.8556962025
276	0.473829682	0.8545918367	0.8492462312	0.862244898	0.8556962025
277	0.4737489548	0.8545918367	0.8492462312	0.862244898	0.8556962025
278	0.4733462951	0.8545918367	0.8492462312	0.862244898	0.8556962025
279	0.4728549347	0.8545918367	0.8492462312	0.862244898	0.8556962025
280	0.4725941494	0.8545918367	0.8492462312	0.862244898	0.8556962025
281	0.472406263	0.8545918367	0.8492462312	0.862244898	0.8556962025
282	0.4716131981	0.8545918367	0.8492462312	0.862244898	0.8556962025
283	0.4712702805	0.8545918367	0.8492462312	0.862244898	0.8556962025
284	0.4711539672	0.8545918367	0.8492462312	0.862244898	0.8556962025
285	0.4709725824	0.8545918367	0.8492462312	0.862244898	0.8556962025
286	0.4706275901	0.8545918367	0.8492462312	0.862244898	0.8556962025
287	0.469993784	0.8545918367	0.8492462312	0.862244898	0.8556962025
288	0.4699935609	0.8545918367	0.8492462312	0.862244898	0.8556962025
289	0.4696971873	0.8545918367	0.8492462312	0.862244898	0.8556962025
290	0.4695462671	0.8545918367	0.8492462312	0.862244898	0.8556962025
291	0.4691467639	0.8545918367	0.8492462312	0.862244898	0.8556962025
292	0.4685796007	0.8545918367	0.8492462312	0.862244898	0.8556962025
293	0.4684177861	0.8545918367	0.8492462312	0.862244898	0.8556962025
294	0.4679538018	0.8545918367	0.8492462312	0.862244898	0.8556962025
295	0.4677121488	0.8545918367	0.8492462312	0.862244898	0.8556962025
296	0.4670672148	0.8545918367	0.8492462312	0.862244898	0.8556962025
297	0.4668425215	0.8545918367	0.8492462312	0.862244898	0.8556962025
298	0.4667697152	0.8545918367	0.8492462312	0.862244898	0.8556962025
299	0.46588719	0.8545918367	0.8492462312	0.862244898	0.8556962025
300	0.4655406293	0.8571428571	0.8535353535	0.862244898	0.8578680203
301	0.4650900298	0.8571428571	0.8535353535	0.862244898	0.8578680203
302	0.4647115396	0.8571428571	0.8535353535	0.862244898	0.8578680203
303	0.4645244593	0.8571428571	0.8535353535	0.862244898	0.8578680203
304	0.4637031696	0.8571428571	0.8535353535	0.862244898	0.8578680203
305	0.4633829069	0.8571428571	0.8535353535	0.862244898	0.8578680203
306	0.4632188374	0.8571428571	0.8535353535	0.862244898	0.8578680203
307	0.4628038235	0.8571428571	0.8535353535	0.862244898	0.8578680203
308	0.4624437551	0.8571428571	0.8535353535	0.862244898	0.8578680203
309	0.4621901429	0.8571428571	0.8535353535	0.862244898	0.8578680203
310	0.4616937615	0.8571428571	0.8535353535	0.862244898	0.8578680203
311	0.4613005313	0.8571428571	0.8535353535	0.862244898	0.8578680203
312	0.4611244576	0.8571428571	0.8535353535	0.862244898	0.8578680203
313	0.4606070547	0.8596938776	0.8578680203	0.862244898	0.8600508906
314	0.4603897473	0.8571428571	0.8535353535	0.862244898	0.8578680203
315	0.4594847606	0.8545918367	0.8492462312	0.862244898	0.8556962025
316	0.4587939987	0.8571428571	0.8535353535	0.862244898	0.8578680203
317	0.4587869792	0.8571428571	0.8535353535	0.862244898	0.8578680203
318	0.458775032	0.8571428571	0.8535353535	0.862244898	0.8578680203
319	0.458459117	0.8571428571	0.8535353535	0.862244898	0.8578680203
320	0.4584421	0.8571428571	0.8535353535	0.862244898	0.8578680203
321	0.4581407157	0.8571428571	0.8535353535	0.862244898	0.8578680203
322	0.4577002597	0.8571428571	0.8535353535	0.862244898	0.8578680203
323	0.4573119451	0.8596938776	0.8578680203	0.862244898	0.8600508906
324	0.4568086893	0.8596938776	0.8578680203	0.862244898	0.8600508906
325	0.4566355834	0.8596938776	0.8578680203	0.862244898	0.8600508906
326	0.4564083959	0.8596938776	0.8578680203	0.862244898	0.8600508906
327	0.4560334851	0.8596938776	0.8578680203	0.862244898	0.8600508906
328	0.4553712453	0.862244898	0.8585858586	0.8673469388	0.8629441624
329	0.4551862666	0.862244898	0.8585858586	0.8673469388	0.8629441624
330	0.4548763371	0.862244898	0.8585858586	0.8673469388	0.8629441624
331	0.4544855232	0.862244898	0.8585858586	0.8673469388	0.8629441624
332	0.4543109542	0.862244898	0.8585858586	0.8673469388	0.8629441624
333	0.4542482845	0.862244898	0.8585858586	0.8673469388	0.8629441624
334	0.4540994471	0.862244898	0.8585858586	0.8673469388	0.8629441624
335	0.4532625701	0.8596938776	0.8578680203	0.862244898	0.8600508906
336	0.4527722305	0.8596938776	0.8578680203	0.862244898	0.8600508906
337	0.4525213216	0.8596938776	0.8578680203	0.862244898	0.8600508906
338	0.4519224157	0.8596938776	0.8578680203	0.862244898	0.8600508906
339	0.4516411587	0.8596938776	0.8578680203	0.862244898	0.8600508906
340	0.4511951546	0.862244898	0.8585858586	0.8673469388	0.8629441624
341	0.4509170858	0.862244898	0.8585858586	0.8673469388	0.8629441624
342	0.4504809363	0.862244898	0.8585858586	0.8673469388	0.8629441624
343	0.4503446874	0.8596938776	0.8542713568	0.8673469388	0.8607594937
344	0.4498987876	0.862244898	0.8585858586	0.8673469388	0.8629441624
345	0.4497705902	0.862244898	0.8585858586	0.8673469388	0.8629441624
346	0.4493238575	0.862244898	0.8585858586	0.8673469388	0.8629441624
347	0.4491477617	0.862244898	0.8585858586	0.8673469388	0.8629441624
348	0.4488810568	0.862244898	0.8585858586	0.8673469388	0.8629441624
349	0.4485995394	0.862244898	0.8585858586	0.8673469388	0.8629441624
350	0.4484070455	0.8647959184	0.8629441624	0.8673469388	0.8651399491
351	0.4481550874	0.862244898	0.8585858586	0.8673469388	0.8629441624
352	0.4477178753	0.862244898	0.8585858586	0.8673469388	0.8629441624
353	0.4473231294	0.862244898	0.8585858586	0.8673469388	0.8629441624
354	0.4469311499	0.8647959184	0.8629441624	0.8673469388	0.8651399491
355	0.4469085438	0.8647959184	0.8629441624	0.8673469388	0.8651399491
356	0.4466926943	0.8647959184	0.8629441624	0.8673469388	0.8651399491
357	0.4462342782	0.8647959184	0.8629441624	0.8673469388	0.8651399491
358	0.4460428591	0.8647959184	0.8629441624	0.8673469388	0.8651399491
359	0.445664629	0.8647959184	0.8629441624	0.8673469388	0.8651399491
360	0.4454480382	0.8647959184	0.8629441624	0.8673469388	0.8651399491
361	0.4453652434	0.8647959184	0.8629441624	0.8673469388	0.8651399491
362	0.4450013894	0.8647959184	0.8629441624	0.8673469388	0.8651399491
363	0.4447626183	0.8647959184	0.8629441624	0.8673469388	0.8651399491
364	0.4443597718	0.8647959184	0.8629441624	0.8673469388	0.8651399491
365	0.4437308743	0.8647959184	0.8629441624	0.8673469388	0.8651399491
366	0.4429757259	0.8647959184	0.8629441624	0.8673469388	0.8651399491
367	0.4428152487	0.8647959184	0.8629441624	0.8673469388	0.8651399491
368	0.4424421304	0.8647959184	0.8629441624	0.8673469388	0.8651399491
369	0.44183702	0.862244898	0.862244898	0.862244898	0.862244898
370	0.4416337592	0.8647959184	0.8629441624	0.8673469388	0.8651399491
371	0.4409446242	0.8647959184	0.8629441624	0.8673469388	0.8651399491
372	0.4406170599	0.8647959184	0.8629441624	0.8673469388	0.8651399491
373	0.4402909341	0.8647959184	0.8629441624	0.8673469388	0.8651399491
374	0.4401320755	0.8647959184	0.8629441624	0.8673469388	0.8651399491
375	0.440092595	0.8647959184	0.8629441624	0.8673469388	0.8651399491
376	0.4397578229	0.8647959184	0.8629441624	0.8673469388	0.8651399491
377	0.4395926588	0.8647959184	0.8629441624	0.8673469388	0.8651399491
378	0.4392244339	0.8647959184	0.8629441624	0.8673469388	0.8651399491
379	0.4383628906	0.8673469388	0.8636363636	0.8724489796	0.8680203046
380	0.4380815452	0.8673469388	0.8636363636	0.8724489796	0.8680203046
381	0.4378512498	0.8673469388	0.8636363636	0.8724489796	0.8680203046
382	0.4376144069	0.8647959184	0.8629441624	0.8673469388	0.8651399491
383	0.4371292002	0.8647959184	0.8629441624	0.8673469388	0.8651399491
384	0.4368341748	0.8647959184	0.8629441624	0.8673469388	0.8651399491
385	0.4366239565	0.8673469388	0.8636363636	0.8724489796	0.8680203046
386	0.4363120401	0.8673469388	0.8636363636	0.8724489796	0.8680203046
387	0.4359552882	0.8673469388	0.8636363636	0.8724489796	0.8680203046
