iter	Logloss	Accuracy	Precision	Recall	F1
388	0.4356108163	0.8647959184	0.8629441624	0.8673469388	0.8651399491
389	0.435587208	0.8673469388	0.8636363636	0.8724489796	0.8680203046
390	0.4349408023	0.8673469388	0.8636363636	0.8724489796	0.8680203046
391	0.4346513408	0.8647959184	0.8629441624	0.8673469388	0.8651399491
392	0.4340579545	0.8647959184	0.8629441624	0.8673469388	0.8651399491
393	0.4335492186	0.8673469388	0.8636363636	0.8724489796	0.8680203046
394	0.4333313534	0.8673469388	0.8636363636	0.8724489796	0.8680203046
395	0.4330646219	0.8673469388	0.8636363636	0.8724489796	0.8680203046
396	0.432659681	0.8673469388	0.8636363636	0.8724489796	0.8680203046
397	0.4324960853	0.8673469388	0.8636363636	0.8724489796	0.8680203046
398	0.4320599241	0.8673469388	0.8636363636	0.8724489796	0.8680203046
399	0.4314644218	0.8698979592	0.8680203046	0.8724489796	0.8702290076
400	0.431174538	0.8698979592	0.8680203046	0.8724489796	0.8702290076
401	0.4309914705	0.8698979592	0.8680203046	0.8724489796	0.8702290076
402	0.4305251865	0.8698979592	0.8680203046	0.8724489796	0.8702290076
403	0.4302159989	0.8698979592	0.8680203046	0.8724489796	0.8702290076
404	0.4298507668	0.8698979592	0.8717948718	0.8673469388	0.8695652174
405	0.4292614127	0.8724489796	0.8724489796	0.8724489796	0.8724489796
406	0.4292073387	0.8698979592	0.8717948718	0.8673469388	0.8695652174
407	0.4289247469	0.8724489796	0.8724489796	0.8724489796	0.8724489796
408	0.428526215	0.8724489796	0.8724489796	0.8724489796	0.8724489796
409	0.4281583837	0.8724489796	0.8724489796	0.8724489796	0.8724489796
410	0.427862497	0.8724489796	0.8724489796	0.8724489796	0.8724489796
411	0.427719916	0.8698979592	0.8717948718	0.8673469388	0.8695652174
412	0.427317231	0.8724489796	0.8724489796	0.8724489796	0.8724489796
413	0.4268770328	0.8724489796	0.8724489796	0.8724489796	0.8724489796
414	0.4266139153	0.8724489796	0.8724489796	0.8724489796	0.8724489796
415	0.4262796442	0.8724489796	0.8724489796	0.8724489796	0.8724489796
416	0.4257174662	0.8698979592	0.8717948718	0.8673469388	0.8695652174
417	0.4256667003	0.8698979592	0.8717948718	0.8673469388	0.8695652174
418	0.425486579	0.8698979592	0.8717948718	0.8673469388	0.8695652174
419	0.4250153374	0.8698979592	0.8717948718	0.8673469388	0.8695652174
420	0.4246824276	0.8698979592	0.8717948718	0.8673469388	0.8695652174
421	0.4242897424	0.8698979592	0.8717948718	0.8673469388	0.8695652174
422	0.4239127374	0.8673469388	0.8673469388	0.8673469388	0.8673469388
423	0.4233113552	0.875	0.8769230769	0.8724489796	0.8746803069
424	0.4222003859	0.8775510204	0.881443299	0.8724489796	0.8769230769
425	0.4219672012	0.8775510204	0.881443299	0.8724489796	0.8769230769
426	0.4216735919	0.8724489796	0.8762886598	0.8673469388	0.8717948718
427	0.4214631551	0.8724489796	0.8762886598	0.8673469388	0.8717948718
428	0.4213647656	0.875	0.8808290155	0.8673469388	0.8740359897
429	0.4210242454	0.8724489796	0.8762886598	0.8673469388	0.8717948718
430	0.4209239965	0.875	0.8808290155	0.8673469388	0.8740359897
431	0.4207095404	0.8775510204	0.881443299	0.8724489796	0.8769230769
432	0.420571816	0.8775510204	0.881443299	0.8724489796	0.8769230769
433	0.4205527597	0.8775510204	0.881443299	0.8724489796	0.8769230769
434	0.4200425226	0.8775510204	0.881443299	0.8724489796	0.8769230769
435	0.4197966848	0.875	0.8769230769	0.8724489796	0.8746803069
436	0.4195585242	0.8775510204	0.881443299	0.8724489796	0.8769230769
437	0.4190835094	0.875	0.8769230769	0.8724489796	0.8746803069
438	0.4187165899	0.8801020408	0.8820512821	0.8775510204	0.8797953964
439	0.418307527	0.8775510204	0.8775510204	0.8775510204	0.8775510204
440	0.4182653075	0.8775510204	0.8775510204	0.8775510204	0.8775510204
441	0.4181089699	0.8801020408	0.8781725888	0.8826530612	0.8804071247
442	0.4177670052	0.8801020408	0.8781725888	0.8826530612	0.8804071247
443	0.4171794765	0.8801020408	0.8781725888	0.8826530612	0.8804071247
444	0.4168880012	0.8801020408	0.8781725888	0.8826530612	0.8804071247
445	0.4166625269	0.8801020408	0.8781725888	0.8826530612	0.8804071247
446	0.4162758619	0.8826530612	0.8826530612	0.8826530612	0.8826530612
447	0.4160889527	0.8801020408	0.8820512821	0.8775510204	0.8797953964
448	0.4159302741	0.8826530612	0.8826530612	0.8826530612	0.8826530612
449	0.4155999349	0.8852040816	0.883248731	0.887755102	0.8854961832
450	0.4151868905	0.8826530612	0.8826530612	0.8826530612	0.8826530612
451	0.414828955	0.8826530612	0.8826530612	0.8826530612	0.8826530612
452	0.4146716548	0.8826530612	0.8826530612	0.8826530612	0.8826530612
453	0.4144036314	0.8826530612	0.8826530612	0.8826530612	0.8826530612
454	0.4138732018	0.8826530612	0.8826530612	0.8826530612	0.8826530612
455	0.4133131798	0.8852040816	0.883248731	0.887755102	0.8854961832
456	0.4127901439	0.8852040816	0.883248731	0.887755102	0.8854961832
457	0.41220171	0.8852040816	0.883248731	0.887755102	0.8854961832
458	0.411859024	0.8852040816	0.883248731	0.887755102	0.8854961832
459	0.411628912	0.8852040816	0.883248731	0.887755102	0.8854961832
460	0.4110998051	0.8852040816	0.883248731	0.887755102	0.8854961832
461	0.4103547406	0.8852040816	0.883248731	0.887755102	0.8854961832
462	0.4102441666	0.8852040816	0.883248731	0.887755102	0.8854961832
463	0.4102026424	0.8852040816	0.883248731	0.887755102	0.8854961832
464	0.4099504004	0.8852040816	0.883248731	0.887755102	0.8854961832
465	0.4095619094	0.8852040816	0.883248731	0.887755102	0.8854961832
466	0.4094569649	0.8852040816	0.883248731	0.887755102	0.8854961832
467	0.4090345354	0.8852040816	0.883248731	0.887755102	0.8854961832
468	0.4088106533	0.8852040816	0.883248731	0.887755102	0.8854961832
469	0.4083569625	0.8852040816	0.883248731	0.887755102	0.8854961832
470	0.4080281926	0.8852040816	0.883248731	0.887755102	0.8854961832
471	0.4076894359	0.8852040816	0.883248731	0.887755102	0.8854961832
472	0.4074740919	0.8852040816	0.883248731	0.887755102	0.8854961832
473	0.4070816728	0.8852040816	0.883248731	0.887755102	0.8854961832
474	0.4066916199	0.8852040816	0.883248731	0.887755102	0.8854961832
475	0.4064535707	0.887755102	0.8838383838	0.8928571429	0.8883248731
476	0.4063204075	0.887755102	0.8838383838	0.8928571429	0.8883248731
477	0.4056083234	0.887755102	0.8838383838	0.8928571429	0.8883248731
478	0.4052617102	0.887755102	0.8838383838	0.8928571429	0.8883248731
479	0.4050265573	0.887755102	0.8838383838	0.8928571429	0.8883248731
480	0.405008805	0.887755102	0.8838383838	0.8928571429	0.8883248731
481	0.4046798993	0.887755102	0.8838383838	0.8928571429	0.8883248731
482	0.4044859143	0.887755102	0.8838383838	0.8928571429	0.8883248731
483	0.4042841212	0.887755102	0.8838383838	0.8928571429	0.8883248731
484	0.4037446247	0.887755102	0.8838383838	0.8928571429	0.8883248731
485	0.403525858	0.887755102	0.8838383838	0.8928571429	0.8883248731
486	0.4033005064	0.887755102	0.8838383838	0.8928571429	0.8883248731
487	0.4028883875	0.887755102	0.8838383838	0.8928571429	0.8883248731
488	0.402294437	0.887755102	0.8838383838	0.8928571429	0.8883248731
489	0.4021526457	0.887755102	0.8838383838	0.8928571429	0.8883248731
490	0.4017435081	0.887755102	0.8838383838	0.8928571429	0.8883248731
491	0.4015200436	0.887755102	0.8838383838	0.8928571429	0.8883248731
492	0.400871285	0.8852040816	0.8793969849	0.8928571429	0.8860759494
493	0.4004894693	0.8852040816	0.8793969849	0.8928571429	0.8860759494
494	0.4001828667	0.8852040816	0.8793969849	0.8928571429	0.8860759494
495	0.3999291421	0.8852040816	0.8793969849	0.8928571429	0.8860759494
496	0.3996101204	0.8852040816	0.8793969849	0.8928571429	0.8860759494
497	0.3992030703	0.8852040816	0.8793969849	0.8928571429	0.8860759494
498	0.3992027229	0.8852040816	0.8793969849	0.8928571429	0.8860759494
499	0.399023622	0.8852040816	0.8793969849	0.8928571429	0.8860759494
500	0.3988526477	0.8852040816	0.8793969849	0.8928571429	0.8860759494
501	0.3985847467	0.8852040816	0.8793969849	0.8928571429	0.8860759494
502	0.3983257559	0.8852040816	0.8793969849	0.8928571429	0.8860759494
503	0.3981344933	0.8852040816	0.8793969849	0.8928571429	0.8860759494
504	0.3979733185	0.8852040816	0.8793969849	0.8928571429	0.8860759494
505	0.397803169	0.887755102	0.8838383838	0.8928571429	0.8883248731
506	0.3971601519	0.887755102	0.8838383838	0.8928571429	0.8883248731
507	0.3970492336	0.887755102	0.8838383838	0.8928571429	0.8883248731
508	0.3966969338	0.887755102	0.8838383838	0.8928571429	0.8883248731
509	0.3966962685	0.887755102	0.8838383838	0.8928571429	0.8883248731
510	0.3959292746	0.887755102	0.8838383838	0.8928571429	0.8883248731
511	0.3958466271	0.887755102	0.8838383838	0.8928571429	0.8883248731
512	0.3956221432	0.887755102	0.8838383838	0.8928571429	0.8883248731
513	0.3952873773	0.887755102	0.8838383838	0.8928571429	0.8883248731
514	0.3951746877	0.887755102	0.8838383838	0.8928571429	0.8883248731
515	0.3951117448	0.887755102	0.8838383838	0.8928571429	0.8883248731
516	0.394764991	0.887755102	0.8838383838	0.8928571429	0.8883248731
517	0.3944793529	0.887755102	0.8838383838	0.8928571429	0.8883248731
518	0.3938856089	0.887755102	0.8838383838	0.8928571429	0.8883248731
519	0.3936943832	0.887755102	0.8838383838	0.8928571429	0.8883248731
520	0.3936630914	0.887755102	0.8838383838	0.8928571429	0.8883248731
521	0.3934859761	0.887755102	0.8838383838	0.8928571429	0.8883248731
522	0.3932616939	0.887755102	0.8838383838	0.8928571429	0.8883248731
523	0.3931046552	0.887755102	0.8838383838	0.8928571429	0.8883248731
524	0.3927259269	0.887755102	0.8838383838	0.8928571429	0.8883248731
525	0.3922749599	0.8852040816	0.8793969849	0.8928571429	0.8860759494
526	0.3918985868	0.887755102	0.8838383838	0.8928571429	0.8883248731
527	0.3914706989	0.8852040816	0.8793969849	0.8928571429	0.8860759494
528	0.3908061349	0.8852040816	0.8793969849	0.8928571429	0.8860759494
529	0.3906222788	0.8852040816	0.8793969849	0.8928571429	0.8860759494
530	0.3898510012	0.887755102	0.8838383838	0.8928571429	0.8883248731
531	0.3896804383	0.887755102	0.8838383838	0.8928571429	0.8883248731
532	0.3893763747	0.887755102	0.8838383838	0.8928571429	0.8883248731
533	0.3892609964	0.887755102	0.8838383838	0.8928571429	0.8883248731
534	0.3890508111	0.887755102	0.8838383838	0.8928571429	0.8883248731
535	0.3883997922	0.8852040816	0.8793969849	0.8928571429	0.8860759494
536	0.3879312764	0.8852040816	0.8793969849	0.8928571429	0.8860759494
537	0.3877156541	0.8852040816	0.8793969849	0.8928571429	0.8860759494
538	0.3873062304	0.8852040816	0.8793969849	0.8928571429	0.8860759494
539	0.3871179666	0.8852040816	0.8793969849	0.8928571429	0.8860759494
540	0.3867928419	0.8852040816	0.8793969849	0.8928571429	0.8860759494
541	0.3866333791	0.8852040816	0.8793969849	0.8928571429	0.8860759494
542	0.3863692752	0.8852040816	0.8793969849	0.8928571429	0.8860759494
543	0.3860305771	0.8852040816	0.8793969849	0.8928571429	0.8860759494
544	0.3854068055	0.8852040816	0.8793969849	0.8928571429	0.8860759494
545	0.3850540493	0.8852040816	0.8793969849	0.8928571429	0.8860759494
546	0.3849199029	0.8852040816	0.8793969849	0.8928571429	0.8860759494
547	0.3842066247	0.8852040816	0.8793969849	0.8928571429	0.8860759494
548	0.3839568711	0.8852040816	0.8793969849	0.8928571429	0.8860759494
549	0.3836954807	0.8852040816	0.8793969849	0.8928571429	0.8860759494
550	0.3832484773	0.887755102	0.8838383838	0.8928571429	0.8883248731
551	0.3828459909	0.887755102	0.8838383838	0.8928571429	0.8883248731
552	0.382648732	0.887755102	0.8838383838	0.8928571429	0.8883248731
553	0.3822559862	0.887755102	0.8838383838	0.8928571429	0.8883248731
554	0.3819943773	0.887755102	0.8838383838	0.8928571429	0.8883248731
555	0.3817894928	0.887755102	0.8838383838	0.8928571429	0.8883248731
556	0.3814344625	0.887755102	0.8838383838	0.8928571429	0.8883248731
557	0.3811540536	0.887755102	0.8838383838	0.8928571429	0.8883248731
558	0.380916326	0.887755102	0.8838383838	0.8928571429	0.8883248731
559	0.3806303539	0.887755102	0.8838383838	0.8928571429	0.8883248731
560	0.380006443	0.8903061224	0.8844221106	0.8979591837	0.8911392405
561	0.3797829397	0.887755102	0.8838383838	0.8928571429	0.8883248731
562	0.379249796	0.887755102	0.8838383838	0.8928571429	0.8883248731
563	0.3790617704	0.887755102	0.8838383838	0.8928571429	0.8883248731
564	0.3788060697	0.887755102	0.8838383838	0.8928571429	0.8883248731
565	0.3781294684	0.887755102	0.8838383838	0.8928571429	0.8883248731
566	0.3776846476	0.887755102	0.8838383838	0.8928571429	0.8883248731
567	0.3775937143	0.887755102	0.8838383838	0.8928571429	0.8883248731
568	0.3774308376	0.887755102	0.8838383838	0.8928571429	0.8883248731
569	0.3766622845	0.8903061224	0.8844221106	0.8979591837	0.8911392405
570	0.376408596	0.8903061224	0.8844221106	0.8979591837	0.8911392405
571	0.3763037836	0.8903061224	0.8844221106	0.8979591837	0.8911392405
572	0.3761777991	0.8903061224	0.8844221106	0.8979591837	0.8911392405
573	0.3758016816	0.887755102	0.8838383838	0.8928571429	0.8883248731
574	0.3755638589	0.8903061224	0.8844221106	0.8979591837	0.8911392405
575	0.375408893	0.8903061224	0.8844221106	0.8979591837	0.8911392405
576	0.3751480478	0.8903061224	0.8844221106	0.8979591837	0.8911392405
577	0.3749466901	0.8903061224	0.8844221106	0.8979591837	0.8911392405
578	0.3747529951	0.8903061224	0.8844221106	0.8979591837	0.8911392405
579	0.3742753665	0.8903061224	0.8844221106	0.8979591837	0.8911392405
580	0.3739409044	0.8903061224	0.8844221106	0.8979591837	0.8911392405
581	0.373681244	0.8903061224	0.8844221106	0.8979591837	0.8911392405
582	0.3732449704	0.8903061224	0.8844221106	0.8979591837	0.8911392405
583	0.3731664591	0.8928571429	0.885	0.9030612245	0.8939393939
584	0.3729301594	0.8928571429	0.885	0.9030612245	0.8939393939
585	0.3726400712	0.8928571429	0.885	0.9030612245	0.8939393939
586	0.3723424296	0.8928571429	0.885	0.9030612245	0.8939393939
587	0.3719984113	0.8928571429	0.885	0.9030612245	0.8939393939
588	0.3715178158	0.8928571429	0.885	0.9030612245	0.8939393939
589	0.3711721639	0.8928571429	0.885	0.9030612245	0.8939393939
590	0.3709304941	0.8954081633	0.8855721393	0.9081632653	0.8967254408
591	0.3706089936	0.8954081633	0.8855721393	0.9081632653	0.8967254408
592	0.3704223649	0.8954081633	0.8855721393	0.9081632653	0.8967254408
593	0.369815558	0.8954081633	0.8855721393	0.9081632653	0.8967254408
594	0.3695177796	0.8954081633	0.8855721393	0.9081632653	0.8967254408
595	0.3691374495	0.8954081633	0.8855721393	0.9081632653	0.8967254408
596	0.3688598479	0.8954081633	0.8855721393	0.9081632653	0.8967254408
597	0.3687367247	0.8954081633	0.8855721393	0.9081632653	0.8967254408
598	0.3684448502	0.8954081633	0.8855721393	0.9081632653	0.8967254408
599	0.3682502453	0.8954081633	0.8855721393	0.9081632653	0.8967254408
600	0.3678816148	0.8954081633	0.8855721393	0.9081632653	0.8967254408
601	0.3676255269	0.8954081633	0.8855721393	0.9081632653	0.8967254408
602	0.3673790865	0.8954081633	0.8855721393	0.9081632653	0.8967254408
603	0.367345575	0.8954081633	0.8855721393	0.9081632653	0.8967254408
604	0.3670021775	0.8954081633	0.8855721393	0.9081632653	0.8967254408
605	0.3668847003	0.8954081633	0.8855721393	0.9081632653	0.8967254408
606	0.3666993999	0.8954081633	0.8855721393	0.9081632653	0.8967254408
607	0.3662140937	0.8954081633	0.8855721393	0.9081632653	0.8967254408
608	0.3660810687	0.8954081633	0.8855721393	0.9081632653	0.8967254408
609	0.3658484966	0.8954081633	0.8855721393	0.9081632653	0.8967254408
610	0.3656932531	0.8954081633	0.8855721393	0.9081632653	0.8967254408
611	0.3653987112	0.8954081633	0.8855721393	0.9081632653	0.8967254408
612	0.3651817107	0.8954081633	0.8855721393	0.9081632653	0.8967254408
613	0.364797868	0.8954081633	0.8855721393	0.9081632653	0.8967254408
614	0.3644795624	0.8954081633	0.8855721393	0.9081632653	0.8967254408
615	0.3640521146	0.8979591837	0.8861386139	0.9132653061	0.8994974874
616	0.3638797729	0.8979591837	0.8861386139	0.9132653061	0.8994974874
617	0.3636937057	0.8979591837	0.8861386139	0.9132653061	0.8994974874
618	0.3629241881	0.9005102041	0.8905472637	0.9132653061	0.9017632242
619	0.3627663031	0.9005102041	0.8905472637	0.9132653061	0.9017632242
620	0.3626391646	0.9005102041	0.8905472637	0.9132653061	0.9017632242
621	0.3621997491	0.9005102041	0.8905472637	0.9132653061	0.9017632242
622	0.3620602062	0.9005102041	0.8905472637	0.9132653061	0.9017632242
623	0.3619080486	0.9005102041	0.8905472637	0.9132653061	0.9017632242
624	0.3617315448	0.9005102041	0.8905472637	0.9132653061	0.9017632242
625	0.3615114654	0.9005102041	0.8905472637	0.9132653061	0.9017632242
626	0.3610944015	0.9005102041	0.8905472637	0.9132653061	0.9017632242
627	0.361040623	0.9005102041	0.8905472637	0.9132653061	0.9017632242
628	0.3603681562	0.9005102041	0.8905472637	0.9132653061	0.9017632242
629	0.3602347167	0.9005102041	0.8905472637	0.9132653061	0.9017632242
630	0.3601175116	0.9005102041	0.8905472637	0.9132653061	0.9017632242
631	0.3597535934	0.9005102041	0.8905472637	0.9132653061	0.9017632242
632	0.3594363559	0.9005102041	0.8905472637	0.9132653061	0.9017632242
633	0.359303163	0.9005102041	0.8905472637	0.9132653061	0.9017632242
634	0.3592026234	0.9005102041	0.8905472637	0.9132653061	0.9017632242
635	0.3590253637	0.9005102041	0.8905472637	0.9132653061	0.9017632242
636	0.3588146425	0.9005102041	0.8905472637	0.9132653061	0.9017632242
637	0.3584077746	0.9005102041	0.8905472637	0.9132653061	0.9017632242
638	0.3581059849	0.9005102041	0.8905472637	0.9132653061	0.9017632242
639	0.3580687641	0.9005102041	0.8905472637	0.9132653061	0.9017632242
640	0.357700925	0.9005102041	0.8905472637	0.9132653061	0.9017632242
641	0.3574485484	0.9005102041	0.8905472637	0.9132653061	0.9017632242
642	0.3572183755	0.9005102041	0.8905472637	0.9132653061	0.9017632242
643	0.3569232602	0.9005102041	0.8905472637	0.9132653061	0.9017632242
644	0.3567752198	0.9005102041	0.8905472637	0.9132653061	0.9017632242
645	0.3565584785	0.9005102041	0.8905472637	0.9132653061	0.9017632242
646	0.3564537483	0.9005102041	0.8905472637	0.9132653061	0.9017632242
647	0.3561080919	0.9005102041	0.8905472637	0.9132653061	0.9017632242
648	0.3555976366	0.9005102041	0.8905472637	0.9132653061	0.9017632242
649	0.3555134227	0.9005102041	0.8905472637	0.9132653061	0.9017632242
650	0.3553165423	0.9005102041	0.8905472637	0.9132653061	0.9017632242
651	0.3550694989	0.9030612245	0.8910891089	0.9183673469	0.9045226131
652	0.3548109965	0.9030612245	0.8910891089	0.9183673469	0.9045226131
653	0.3546332839	0.9030612245	0.8910891089	0.9183673469	0.9045226131
654	0.354315404	0.9030612245	0.8910891089	0.9183673469	0.9045226131
655	0.3541229667	0.9030612245	0.8910891089	0.9183673469	0.9045226131
656	0.3535206246	0.9030612245	0.8910891089	0.9183673469	0.9045226131
657	0.3532704603	0.9030612245	0.8910891089	0.9183673469	0.9045226131
658	0.3526299979	0.9030612245	0.8910891089	0.9183673469	0.9045226131
659	0.3521661089	0.9030612245	0.8910891089	0.9183673469	0.9045226131
660	0.3516096395	0.9030612245	0.8910891089	0.9183673469	0.9045226131
661	0.3514472787	0.9030612245	0.8910891089	0.9183673469	0.9045226131
662	0.3512463944	0.9030612245	0.8910891089	0.9183673469	0.9045226131
663	0.351052472	0.9030612245	0.8910891089	0.9183673469	0.9045226131
664	0.3508757366	0.9030612245	0.8910891089	0.9183673469	0.9045226131
665	0.350443585	0.9030612245	0.8910891089	0.9183673469	0.9045226131
666	0.350275687	0.9030612245	0.8910891089	0.9183673469	0.9045226131
667	0.3502126883	0.9030612245	0.8910891089	0.9183673469	0.9045226131
668	0.3499720774	0.9030612245	0.8910891089	0.9183673469	0.9045226131
669	0.3497268197	0.9030612245	0.8910891089	0.9183673469	0.9045226131
670	0.3494238016	0.9030612245	0.8910891089	0.9183673469	0.9045226131
671	0.3485270158	0.9056122449	0.8916256158	0.9234693878	0.9072681704
672	0.3481815906	0.9056122449	0.8916256158	0.9234693878	0.9072681704
673	0.3478646407	0.9056122449	0.8916256158	0.9234693878	0.9072681704
674	0.3477601813	0.9056122449	0.8916256158	0.9234693878	0.9072681704
675	0.3475656185	0.9056122449	0.8916256158	0.9234693878	0.9072681704
676	0.3473674142	0.9056122449	0.8916256158	0.9234693878	0.9072681704
677	0.347127635	0.9056122449	0.8916256158	0.9234693878	0.9072681704
678	0.346921675	0.9056122449	0.8916256158	0.9234693878	0.9072681704
679	0.346456361	0.9056122449	0.8916256158	0.9234693878	0.9072681704
680	0.3463425466	0.9056122449	0.8916256158	0.9234693878	0.9072681704
681	0.3460546157	0.9056122449	0.8916256158	0.9234693878	0.9072681704
682	0.3453473009	0.9056122449	0.8916256158	0.9234693878	0.9072681704
683	0.3451624886	0.9056122449	0.8916256158	0.9234693878	0.9072681704
684	0.3448665052	0.9056122449	0.8916256158	0.9234693878	0.9072681704
685	0.3447773129	0.9056122449	0.8916256158	0.9234693878	0.9072681704
686	0.3445891797	0.9056122449	0.8916256158	0.9234693878	0.9072681704
687	0.3442847902	0.9056122449	0.8916256158	0.9234693878	0.9072681704
688	0.3439458301	0.9081632653	0.8921568627	0.9285714286	0.91
689	0.3437121956	0.9081632653	0.8921568627	0.9285714286	0.91
690	0.3435150197	0.9081632653	0.8921568627	0.9285714286	0.91
691	0.3433420636	0.9081632653	0.8921568627	0.9285714286	0.91
692	0.3432038957	0.9081632653	0.8921568627	0.9285714286	0.91
693	0.3428805427	0.9056122449	0.8916256158	0.9234693878	0.9072681704
694	0.3426800859	0.9056122449	0.8916256158	0.9234693878	0.9072681704
695	0.3425937063	0.9056122449	0.8916256158	0.9234693878	0.9072681704
696	0.3422656047	0.9056122449	0.8916256158	0.9234693878	0.9072681704
697	0.3420658741	0.9056122449	0.8916256158	0.9234693878	0.9072681704
698	0.3419713109	0.9056122449	0.8916256158	0.9234693878	0.9072681704
699	0.3417024616	0.9056122449	0.8916256158	0.9234693878	0.9072681704
700	0.3415494107	0.9056122449	0.8916256158	0.9234693878	0.9072681704
701	0.3413932867	0.9081632653	0.8921568627	0.9285714286	0.91
702	0.3410708773	0.9081632653	0.8921568627	0.9285714286	0.91
703	0.3408921726	0.9081632653	0.8921568627	0.9285714286	0.91
704	0.3406032882	0.9081632653	0.8921568627	0.9285714286	0.91
705	0.3403526257	0.9081632653	0.8921568627	0.9285714286	0.91
706	0.3402317457	0.9081632653	0.8921568627	0.9285714286	0.91
707	0.340018061	0.9081632653	0.8921568627	0.9285714286	0.91
708	0.3397741636	0.9081632653	0.8921568627	0.9285714286	0.91
709	0.3394572492	0.9081632653	0.8921568627	0.9285714286	0.91
710	0.3392538396	0.9081632653	0.8921568627	0.9285714286	0.91
711	0.3390883161	0.9081632653	0.8921568627	0.9285714286	0.91
712	0.3390064582	0.9081632653	0.8921568627	0.9285714286	0.91
713	0.3381232152	0.9107142857	0.8965517241	0.9285714286	0.9122807018
714	0.3377655414	0.9107142857	0.8965517241	0.9285714286	0.9122807018
715	0.3376031233	0.9107142857	0.8965517241	0.9285714286	0.9122807018
716	0.3371579668	0.9107142857	0.8965517241	0.9285714286	0.9122807018
717	0.3367656355	0.9132653061	0.900990099	0.9285714286	0.9145728643
718	0.3364934979	0.9107142857	0.8965517241	0.9285714286	0.9122807018
719	0.3362906286	0.9107142857	0.8965517241	0.9285714286	0.9122807018
720	0.3355056132	0.9107142857	0.8965517241	0.9285714286	0.9122807018
721	0.3351915204	0.9107142857	0.8965517241	0.9285714286	0.9122807018
722	0.3347513658	0.9132653061	0.8970588235	0.9336734694	0.915
723	0.3345322772	0.9132653061	0.8970588235	0.9336734694	0.915
724	0.3341250626	0.9132653061	0.8970588235	0.9336734694	0.915
725	0.3338627979	0.9132653061	0.8970588235	0.9336734694	0.915
726	0.3336713177	0.9132653061	0.8970588235	0.9336734694	0.915
727	0.3332657111	0.9132653061	0.8970588235	0.9336734694	0.915
728	0.3329953436	0.9132653061	0.8970588235	0.9336734694	0.915
729	0.3323991985	0.9132653061	0.8970588235	0.9336734694	0.915
730	0.3321512908	0.9158163265	0.9014778325	0.9336734694	0.9172932331
731	0.3318755317	0.9158163265	0.9014778325	0.9336734694	0.9172932331
732	0.3313420983	0.9158163265	0.9014778325	0.9336734694	0.9172932331
733	0.3309809864	0.9158163265	0.9014778325	0.9336734694	0.9172932331
734	0.3307387369	0.9158163265	0.9014778325	0.9336734694	0.9172932331
735	0.3305516875	0.9158163265	0.9014778325	0.9336734694	0.9172932331
736	0.3303469778	0.9183673469	0.9059405941	0.9336734694	0.9195979899
737	0.3301273285	0.9183673469	0.9059405941	0.9336734694	0.9195979899
738	0.3299863588	0.9183673469	0.9059405941	0.9336734694	0.9195979899
739	0.3298279599	0.9183673469	0.9059405941	0.9336734694	0.9195979899
740	0.3291439099	0.9183673469	0.9059405941	0.9336734694	0.9195979899
741	0.3286694597	0.9183673469	0.9059405941	0.9336734694	0.9195979899
742	0.3283228924	0.9183673469	0.9059405941	0.9336734694	0.9195979899
743	0.3280787118	0.9183673469	0.9059405941	0.9336734694	0.9195979899
744	0.3275502888	0.9183673469	0.9059405941	0.9336734694	0.9195979899
745	0.3273156862	0.9183673469	0.9059405941	0.9336734694	0.9195979899
746	0.3271684867	0.9183673469	0.9059405941	0.9336734694	0.9195979899
747	0.3270502834	0.9183673469	0.9059405941	0.9336734694	0.9195979899
748	0.326766814	0.9183673469	0.9059405941	0.9336734694	0.9195979899
749	0.326471885	0.9209183673	0.9104477612	0.9336734694	0.9219143577
750	0.3262901303	0.9209183673	0.9104477612	0.9336734694	0.9219143577
751	0.3262710192	0.9209183673	0.9104477612	0.9336734694	0.9219143577
752	0.3260857348	0.9209183673	0.9104477612	0.9336734694	0.9219143577
753	0.3259298748	0.9209183673	0.9104477612	0.9336734694	0.9219143577
754	0.3257096616	0.9209183673	0.9104477612	0.9336734694	0.9219143577
755	0.3255325834	0.9209183673	0.9104477612	0.9336734694	0.9219143577
756	0.3255103346	0.9209183673	0.9104477612	0.9336734694	0.9219143577
757	0.3252298098	0.9209183673	0.9104477612	0.9336734694	0.9219143577
758	0.3251096316	0.9209183673	0.9104477612	0.9336734694	0.9219143577
759	0.3246487124	0.9209183673	0.9104477612	0.9336734694	0.9219143577
760	0.3242152337	0.9209183673	0.9104477612	0.9336734694	0.9219143577
761	0.324037388	0.9209183673	0.9104477612	0.9336734694	0.9219143577
762	0.3236589665	0.9209183673	0.9104477612	0.9336734694	0.9219143577
763	0.3234379635	0.9209183673	0.9104477612	0.9336734694	0.9219143577
764	0.3233796308	0.9209183673	0.9104477612	0.9336734694	0.9219143577
765	0.323140243	0.9209183673	0.9104477612	0.9336734694	0.9219143577
766	0.3230170668	0.9209183673	0.9104477612	0.9336734694	0.9219143577
767	0.3228468769	0.9209183673	0.9104477612	0.9336734694	0.9219143577
768	0.322720736	0.9209183673	0.9104477612	0.9336734694	0.9219143577
769	0.3224878176	0.9209183673	0.9104477612	0.9336734694	0.9219143577
770	0.3223571268	0.9209183673	0.9104477612	0.9336734694	0.9219143577
771	0.3222972098	0.9209183673	0.9104477612	0.9336734694	0.9219143577
772	0.3221387454	0.9209183673	0.9104477612	0.9336734694	0.9219143577
